Filename,URN,Title,Author,Editor,Publisher,Publication Year,Language,Size,Location,Source
tlg0639.tlg001.1st1K-grc1.xml,urn:cts:greekLit:tlg0639.tlg001.1st1K-grc1,Menecrates Medicus,Epistula,Rudolf Hercher,A. F. Didot,1873,Greek,7143,data/tlg0639/tlg001,data
tlg0606.tlg001.1st1K-grc1.xml,urn:cts:greekLit:tlg0606.tlg001.1st1K-grc1,Ars rhetorica,Rufus Soph.,Leonhard von Spengel,Teubner,1853,Greek,33821,data/tlg0606/tlg001,data
tlg0068.tlg001.1st1K-grc1.xml,urn:cts:greekLit:tlg0068.tlg001.1st1K-grc1,"Scymni Chii, ut fertur, Periegesis",Pseudo-Scymnus,Carolus Müllerus,Ambroise-Firmin Didot,1855,Greek,99958,data/tlg0068/tlg001,data
tlg0057.tlg054.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg054.1st1K-grc1,De tumoribus praeter naturam,Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,63204,data/tlg0057/tlg054,data
tlg0057.tlg053.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg053.1st1K-grc1,De marcore,Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,95469,data/tlg0057/tlg053,data
tlg0057.tlg065.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg065.1st1K-grc1,De diebus decretoriis,Galen,Karl Gottlob Kühn,Knobloch,1825,Greek,368697,data/tlg0057/tlg065,data
tlg0057.tlg062.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg062.1st1K-grc1,De praesagitione ex pulsibus,Galen,Karl Gottlob Kühn,Knobloch,1825,Greek,512135,data/tlg0057/tlg062,data
tlg0057.tlg096.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg096.1st1K-grc1,De Humero iis Modis Prolapso quos Hippocrates non Vidit,Galen,Karl Gottlob Kühn,Knobloch,1829,Greek,148613,data/tlg0057/tlg096,data
tlg0057.tlg009.1st1K-grc2.xml,urn:cts:greekLit:tlg0057.tlg009.1st1K-grc2,De temperamentis,Galen,Georg Helmreich,B. G. Teubner,1904,Greek,477651,data/tlg0057/tlg009,data
tlg0057.tlg009.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg009.1st1K-grc1,De temperamentis,Galen,Karl Gottlob Kühn,Knobloch,1821,Greek,364622,data/tlg0057/tlg009,data
tlg0057.tlg036.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg036.1st1K-grc1,De sanitate tuenda,Galen,Karl Gottlob Kühn,Knobloch,1823,Latin,1098477,data/tlg0057/tlg036,data
tlg0057.tlg031.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg031.1st1K-grc1,De usu pulsuum,Galen,Karl Gottlob Kühn,Knobloch,1823,Greek,75530,data/tlg0057/tlg031,data
tlg0057.tlg038.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg038.1st1K-grc1,De rebus boni malique suci,Galen,Karl Gottlob Kühn,Knobloch,1823,Latin,164721,data/tlg0057/tlg038,data
tlg0057.tlg007.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg007.1st1K-grc1,Ars Medica,Galen,Karl Gottlob Kühn,Knobloch,1821,Greek,256890,data/tlg0057/tlg007,data
tlg0057.tlg063.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg063.1st1K-grc1,Synopsis librorum suorum de pulsibus,Galen,Karl Gottlob Kühn,Knobloch,1825,Greek,258233,data/tlg0057/tlg063,data
tlg0057.tlg064.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg064.1st1K-grc1,De crisibus,Galen,Karl Gottlob Kühn,Knobloch,1825,Greek,476533,data/tlg0057/tlg064,data
tlg0057.tlg052.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg052.1st1K-grc1,De comate secundum Hippocratem,Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,50859,data/tlg0057/tlg052,data
tlg0057.tlg099.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg099.1st1K-grc1,In Hippocratis Prognosticum,Galen,Karl Gottlob Kühn,Knobloch,1830,Greek,621068,data/tlg0057/tlg099,data
tlg0057.tlg055.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg055.1st1K-grc1,De inaequali intemperie,Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,53929,data/tlg0057/tlg055,data
tlg0057.tlg001.1st1K-grc2.xml,urn:cts:greekLit:tlg0057.tlg001.1st1K-grc2,Protrepticus,Galen,Georg Kaibel,Weidmann,1894,Greek,81074,data/tlg0057/tlg001,data
tlg0057.tlg001.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg001.1st1K-grc1,Adhortatio ad artes addiscendas,Galen,Karl Gottlob Kühn,Knobloch,1821,Greek,82046,data/tlg0057/tlg001,data
tlg0057.tlg039.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg039.1st1K-grc1,De ptisana,Galen,Karl Gottlob Kühn,Knobloch,1823,Greek,39255,data/tlg0057/tlg039,data
tlg0057.tlg006.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg006.1st1K-grc1,De constitutione artis medicae ad Patrophilum,Galen,Karl Gottlob Kühn,Knobloch,1821,Greek,169584,data/tlg0057/tlg006,data
tlg0057.tlg030.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg030.1st1K-grc1,De atra bile,Galen,Karl Gottlob Kühn,Knobloch,1823,Greek,104403,data/tlg0057/tlg030,data
tlg0057.tlg008.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg008.1st1K-grc1,De elementis ex Hippocrate,Galen,Karl Gottlob Kühn,Knobloch,1821,Greek,215324,data/tlg0057/tlg008,data
tlg0057.tlg037.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg037.1st1K-grc1,Περὶ τῶν ἐν ταῖς τροφαῖς δυνάμεων,Galen,George Helmreich,Teubner,1923,Greek,735232,data/tlg0057/tlg037,data
tlg0057.tlg015.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg015.1st1K-grc1,De instrumento odoratus,Galen,Karl Gottlob Kühn,Knobloch,1821,Greek,62849,data/tlg0057/tlg015,data
tlg0057.tlg012.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg012.1st1K-grc1,De ossibus ad tirones,Galen,Karl Gottlob Kühn,Knobloch,1821,Greek,112375,data/tlg0057/tlg012,data
tlg0057.tlg024.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg024.1st1K-grc1,De optima corporis nostri constitutione,Galen,Karl Gottlob Kühn,Knobloch,1822,Greek,32292,data/tlg0057/tlg024,data
tlg0057.tlg023.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg023.1st1K-grc1,An in arteriis sanguis contineatur,Galen,Karl Gottlob Kühn,Knobloch,1822,Greek,81330,data/tlg0057/tlg023,data
tlg0057.tlg048.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg048.1st1K-grc1,De typis,Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,26566,data/tlg0057/tlg048,data
tlg0057.tlg083.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg083.1st1K-grc1,De praenotione ad Epigenem,Galen,Karl Gottlob Kühn,Knobloch,1827,Greek,159826,data/tlg0057/tlg083,data
tlg0057.tlg077.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg077.1st1K-grc1,De compositione medicamentorum per genera,Galen,Karl Gottlob Kühn,Knobloch,1827,Greek,1736797,data/tlg0057/tlg077,data
tlg0057.tlg070.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg070.1st1K-grc1,De curandi ratione per venae sectionem,Galen,Karl Gottlob Kühn,Knobloch,1826,Greek,166662,data/tlg0057/tlg070,data
tlg0057.tlg084.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg084.1st1K-grc1,De substantia facultatum naturalium fragmentum,Galen,Karl Gottlob Kühn,Knobloch,1822,Greek,25509,data/tlg0057/tlg084,data
tlg0057.tlg079.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg079.1st1K-grc1,De theriaca ad Pisonem,Galen,Karl Gottlob Kühn,Knobloch,1827,Greek,182817,data/tlg0057/tlg079,data
tlg0057.tlg046.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg046.1st1K-grc1,De morborum temporibus,Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,88298,data/tlg0057/tlg046,data
tlg0057.tlg041.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg041.1st1K-grc1,De morborum differentiis,Galen,Karl Gottlob Kühn,Knobloch,1823,Greek,107507,data/tlg0057/tlg041,data
tlg0057.tlg022.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg022.1st1K-grc1,De foetuum formatione,Galen,Karl Gottlob Kühn,Knobloch,1822,Greek,125080,data/tlg0057/tlg022,data
tlg0057.tlg025.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg025.1st1K-grc1,De bono habitu,Galen,Karl Gottlob Kühn,Knobloch,1822,Greek,14919,data/tlg0057/tlg025,data
tlg0057.tlg013.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg013.1st1K-grc1,De venarum arteriarumque dissectione,Galen,Karl Gottlob Kühn,Knobloch,1821,Greek,121385,data/tlg0057/tlg013,data
tlg0057.tlg014.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg014.1st1K-grc1,De nervorum dissectione,Galen,Karl Gottlob Kühn,Knobloch,1821,Greek,61359,data/tlg0057/tlg014,data
tlg0057.tlg040.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg040.1st1K-grc1,De dignotione ex insomniis,Galen,Karl Gottlob Kühn,Knobloch,1823,Greek,12170,data/tlg0057/tlg040,data
tlg0057.tlg078.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg078.1st1K-grc1,De antidotis,Galen,Karl Gottlob Kühn,Knobloch,1827,Greek,485339,data/tlg0057/tlg078,data
tlg0057.tlg047.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg047.1st1K-grc1,De totius morbi temporibus,Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,52239,data/tlg0057/tlg047,data
tlg0057.tlg085.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg085.1st1K-grc1,In Hippocratis De natura hominis,Galen,Karl Gottlob Kühn,Knobloch,1828,Greek,395261,data/tlg0057/tlg085,data
tlg0057.tlg071.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg071.1st1K-grc1,"De hirudinibus, revulsione, cucurbitula, incisione et scarificatione",Galen,Karl Gottlob Kühn,Knobloch,1826,Greek,16222,data/tlg0057/tlg071,data
tlg0057.tlg049.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg049.1st1K-grc1,Adversus eos qui de typis scripserunt vel de circuitibus,Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,104014,data/tlg0057/tlg049,data
tlg0057.tlg076.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg076.1st1K-grc1,De compositione medicamentorum secundum locos,Galen,Karl Gottlob Kühn,Knobloch,1826,Greek,2421844,data/tlg0057/tlg076,data
tlg0057.tlg082.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg082.1st1K-grc1,De sophismatis seu captionibus penes dictionem,Galen,Karl Gottlob Kühn,Knobloch,1827,Greek,36006,data/tlg0057/tlg082,data
tlg0057.tlg103.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg103.1st1K-grc1,De consuetudinibus,Galen,Iwan von Müller,Universität Erlangen,1879,Greek,70370,data/tlg0057/tlg103,data
tlg0057.tlg102.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg102.1st1K-grc1,De musculorum dissectione ad tirones,Galen,Karl Gottlob Kühn,Knobloch,1830,Greek,196194,data/tlg0057/tlg102,data
tlg0057.tlg114.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg114.1st1K-grc1,De causis respirationis,Galen,Karl Gottlob Kühn,Knobloch,1822,Greek,12687,data/tlg0057/tlg114,data
tlg0057.tlg032.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg032.1st1K-grc1,De placitis Hippocratis et Platonis,Galen,Karl Gottlob Kühn,Knobloch,1823,Greek,1530632,data/tlg0057/tlg032,data
tlg0057.tlg035.1st1K-grc3.xml,urn:cts:greekLit:tlg0057.tlg035.1st1K-grc3,De venereis (ap. Oribasium),Galen,Ioannes Raeder,Teubner,1928,Greek,17686,data/tlg0057/tlg035,data
tlg0057.tlg035.1st1K-grc2.xml,urn:cts:greekLit:tlg0057.tlg035.1st1K-grc2,De venereis,Galen,Karl Gottlob Kühn,Knobloch,1823,Greek,11396,data/tlg0057/tlg035,data
tlg0057.tlg003.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg003.1st1K-grc1,Quod optimus medicus sit quoque philosophus,Galen,Karl Gottlob Kühn,Knobloch,1821,Greek,26265,data/tlg0057/tlg003,data
tlg0057.tlg004.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg004.1st1K-grc1,De sectis ad eos qui introducuntur,Galen,Karl Gottlob Kühn,Knobloch,1821,Greek,101786,data/tlg0057/tlg004,data
tlg0057.tlg050.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg050.1st1K-grc1,De plenitudine,Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,178364,data/tlg0057/tlg050,data
tlg0057.tlg057.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg057.1st1K-grc1,De locis affectis,Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,1155107,data/tlg0057/tlg057,data
tlg0057.tlg068.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg068.1st1K-grc1,De venae sectione adversus Erasistratum,Galen,Karl Gottlob Kühn,Knobloch,1826,Greek,99267,data/tlg0057/tlg068,data
tlg0057.tlg061.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg061.1st1K-grc1,De causis pulsuum,Galen,Karl Gottlob Kühn,Knobloch,1825,Greek,455500,data/tlg0057/tlg061,data
tlg0057.tlg095.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg095.1st1K-grc1,In Hippocratis De articulis,Galen,Karl Gottlob Kühn,Knobloch,1829,Greek,759047,data/tlg0057/tlg095,data
tlg0057.tlg092.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg092.1st1K-grc1,In Hippocratis Aphorismos,Galen,Karl Gottlob Kühn,Knobloch,1829,Greek,1647184,data/tlg0057/tlg092,data
tlg0057.tlg066.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg066.1st1K-grc1,De methodo medendi,Galen,Karl Gottlob Kühn,Knobloch,1825,Greek,2567881,data/tlg0057/tlg066,data
tlg0057.tlg059.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg059.1st1K-grc1,De differentiis pulsuum,Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,724473,data/tlg0057/tlg059,data
tlg0057.tlg002.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg002.1st1K-grc1,De optima doctrina,Galen,Karl Gottlob Kühn,Knobloch,1821,Greek,30121,data/tlg0057/tlg002,data
tlg0057.tlg034.1st1K-grc2.xml,urn:cts:greekLit:tlg0057.tlg034.1st1K-grc2,De parvae pilae exercitio,Galen,Karl Gottlob Kühn,Knobloch,1823,Greek,27568,data/tlg0057/tlg034,data
tlg0057.tlg034.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg034.1st1K-grc1,De parvae pilae exercitio,Galen,Johannes Marquardt,Domschule,1879,Greek,31946,data/tlg0057/tlg034,data
tlg0057.tlg033.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg033.1st1K-grc1,Thrasybulus sive utrum medicinae sit an gymnasticae hygieine,Galen,Georg Helmreich,Teubner,1893,Greek,189910,data/tlg0057/tlg033,data
tlg0057.tlg067.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg067.1st1K-grc1,Ad Glauconem de methodo medendi,Galen,Karl Gottlob Kühn,Knobloch,1826,Greek,375558,data/tlg0057/tlg067,data
tlg0057.tlg093.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg093.1st1K-grc1,Adversus Lycum,Galen,Karl Gottlob Kühn,Knobloch,1829,Greek,118639,data/tlg0057/tlg093,data
tlg0057.tlg058.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg058.1st1K-grc1,De pulsibus ad tirones,Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,98874,data/tlg0057/tlg058,data
tlg0057.tlg094.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg094.1st1K-grc1,Adversus ea quae Juliano in Hippocratis Aphorismos enuntiata sunt,Galen,Karl Gottlob Kühn,Knobloch,1829,Greek,126718,data/tlg0057/tlg094,data
tlg0057.tlg060.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg060.1st1K-grc1,De dignoscendis pulsibus,Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,507881,data/tlg0057/tlg060,data
tlg0057.tlg056.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg056.1st1K-grc1,De difficultate respirationis,Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,528391,data/tlg0057/tlg056,data
tlg0057.tlg069.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg069.1st1K-grc1,De venae sectione adversus Erasistrateos Romae degentes,Galen,Karl Gottlob Kühn,Knobloch,1826,Greek,151359,data/tlg0057/tlg069,data
tlg0057.tlg051.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg051.1st1K-grc1,"De tremore, palpitatione, convulsione et rigore",Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,145774,data/tlg0057/tlg051,data
tlg0057.tlg073.1st1K-grc2.xml,urn:cts:greekLit:tlg0057.tlg073.1st1K-grc2,"Quos quibus catharticis medicamentis et quando purgare
                    oporteat (ap. Oribasium)",Galen,Ioannes Raeder,B.G. Teubner,1928,Greek,52924,data/tlg0057/tlg073,data
tlg0057.tlg073.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg073.1st1K-grc1,Quos quibus catharticis medicamentis et quando purgare oporteat,Galen,Karl Gottlob Kühn,Knobloch,1826,Greek,31727,data/tlg0057/tlg073,data
tlg0057.tlg087.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg087.1st1K-grc1,In Hippocratis De victu acutorum,Galen,Karl Gottlob Kühn,Knobloch,1828,Greek,1119329,data/tlg0057/tlg087,data
tlg0057.tlg074.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg074.1st1K-grc1,Pro puero epileptico consilium,Galen,Karl Gottlob Kühn,Knobloch,1826,Greek,54452,data/tlg0057/tlg074,data
tlg0057.tlg089.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg089.1st1K-grc1,In Hippocratis Epidemiarum I,Galen,Karl Gottlob Kühn,Knobloch,1828,Greek,2181798,data/tlg0057/tlg089,data
tlg0057.tlg042.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg042.1st1K-grc1,De causis morborum,Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,99940,data/tlg0057/tlg042,data
tlg0057.tlg045.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg045.1st1K-grc1,De differentiis febrium,Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,348797,data/tlg0057/tlg045,data
tlg0057.tlg011.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg011.1st1K-grc1,De anatomicis administrationibus,Galen,Karl Gottlob Kühn,Knobloch,1821,Greek,1273565,data/tlg0057/tlg011,data
tlg0057.tlg016.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg016.1st1K-grc1,De uteri dissectione,Galen,Karl Gottlob Kühn,Knobloch,1821,Greek,47443,data/tlg0057/tlg016,data
tlg0057.tlg029.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg029.1st1K-grc1,De animi cuiuslibet peccatorum dignotione et curatione,Galen,Karl Gottlob Kühn,Knobloch,1823,Greek,109231,data/tlg0057/tlg029,data
tlg0057.tlg020.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg020.1st1K-grc1,De utilitate respirationis,Galen,Karl Gottlob Kühn,Knobloch,1822,Greek,85840,data/tlg0057/tlg020,data
tlg0057.tlg027.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg027.1st1K-grc1,Quod animi mores corporis temperamenta sequantur,Galen,Karl Gottlob Kühn,Knobloch,1822,Greek,134800,data/tlg0057/tlg027,data
tlg0057.tlg018.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg018.1st1K-grc1,De motu musculorum,Galen,Karl Gottlob Kühn,Knobloch,1822,Greek,207912,data/tlg0057/tlg018,data
tlg0057.tlg044.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg044.1st1K-grc1,De symptomatum causis,Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,480039,data/tlg0057/tlg044,data
tlg0057.tlg043.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg043.1st1K-grc1,De symptomatum differentiis,Galen,Karl Gottlob Kühn,Knobloch,1824,Greek,106378,data/tlg0057/tlg043,data
tlg0057.tlg075.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg075.1st1K-grc1,De simplicium medicamentorum temperamentis ac facultatibus I-VI,Galen,Karl Gottlob Kühn,Knobloch,1826,Greek,2308015,data/tlg0057/tlg075,data
tlg0057.tlg081.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg081.1st1K-grc1,Institutio logica,Galen,Karl Kalbfleisch,B. G. Teubner,1896,Greek,157932,data/tlg0057/tlg081,data
tlg0057.tlg086.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg086.1st1K-grc1,In Hippocratis vel Polybi Opus de Salubri Victus Ratione Privatorum Commentarius,Galen,Karl Gottlob Kühn,Knobloch,1828,Greek,106322,data/tlg0057/tlg086,data
tlg0057.tlg072.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg072.1st1K-grc1,De purgantium medicamentorum facultate,Galen,Karl Gottlob Kühn,Knobloch,1826,Greek,45665,data/tlg0057/tlg072,data
tlg0057.tlg019.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg019.1st1K-grc1,De victu attenuante,Galen,Karl Kalbfleisch,B. G. Teubner,1898,Greek,103070,data/tlg0057/tlg019,data
tlg0057.tlg019.opp-grc1.xml,urn:cts:greekLit:tlg0057.tlg019.opp-grc1,De Victu Attenuante,Galen,Karl Kalbfleisch,B. G. Teubner,1898,Greek,114007,data/tlg0057/tlg019,data
tlg0057.tlg021.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg021.1st1K-grc1,De semine,Galen,Karl Gottlob Kühn,Knobloch,1822,Greek,292325,data/tlg0057/tlg021,data
tlg0057.tlg017.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg017.1st1K-grc1,De usu partium corporis humani I-XI,Galen,Karl Gottlob Kühn,Knobloch,1822,Greek,3144211,data/tlg0057/tlg017,data
tlg0057.tlg028.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg028.1st1K-grc1,De propriorum animi cuiuslibet affectuum dignotione et curatione,Galen,Karl Gottlob Kühn,Knobloch,1823,Greek,119543,data/tlg0057/tlg028,data
tlg0057.tlg010.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg010.1st1K-grc1,De naturalibus facultatibus,Galen,Karl Gottlob Kühn,Knobloch,1821,Greek,522685,data/tlg0057/tlg010,data
tlg0057.tlg100.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg100.1st1K-grc1,In Hippocratis De fracturis,Galen,Karl Gottlob Kühn,Knobloch,1830,Greek,710921,data/tlg0057/tlg100,data
tlg0057.tlg107.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg107.1st1K-grc1,De experientia medica,Galen,Hermann Schöne,Reimer,1901,Greek,20142,data/tlg0057/tlg107,data
tlg0057.tlg101.1st1K-grc1.xml,urn:cts:greekLit:tlg0057.tlg101.1st1K-grc1,In Hippocratis De officina medici,Galen,Karl Gottlob Kühn,Knobloch,1830,Greek,689001,data/tlg0057/tlg101,data
tlg0061.tlg007.1st1K-grc1.xml,urn:cts:greekLit:tlg0061.tlg007.1st1K-grc1,Φιλόπατρις ἢ Διδασκόμενος,Pseudo-Lucian,Karl Jacobitz,Teubner,1913,Greek,55805,data/tlg0061/tlg007,data
tlg0061.tlg001.1st1K-grc1.xml,urn:cts:greekLit:tlg0061.tlg001.1st1K-grc1,Λούκιος ἢ Ὄνος,Pseudo-Lucian,Karl Jacobitz,Teubner,1913,Greek,130171,data/tlg0061/tlg001,data
tlg0061.tlg001.perseus-eng1.xml,,"Loukios, Or, the Ass",Pseudo-Lucian,Emily James Smith,Harper and Brothers,1892,English,63568,data/tlg0061/tlg001,data
tlg0061.tlg006.perseus-eng1.xml,,The Cynic,Pseudo-Lucian,Henry Watson Fowler,Clarendon Press,1905,English,21948,data/tlg0061/tlg006,data
tlg0061.tlg006.1st1K-grc1.xml,urn:cts:greekLit:tlg0061.tlg006.1st1K-grc1,Κυνικός,Pseudo-Lucian,Karl Jacobitz,Teubner,1913,Greek,40500,data/tlg0061/tlg006,data
tlg0061.tlg008.1st1K-grc1.xml,urn:cts:greekLit:tlg0061.tlg008.1st1K-grc1,Χαρίδημος ἢ Περὶ Κάλλους,Pseudo-Lucian,Karl Jacobitz,Teubner,1913,Greek,53927,data/tlg0061/tlg008,data
tlg0061.tlg003.1st1K-grc1.xml,urn:cts:greekLit:tlg0061.tlg003.1st1K-grc1,Δημοσθένους Ἐγκώμιον,Pseudo-Lucian,Karl Jacobitz,Teubner,1913,Greek,79061,data/tlg0061/tlg003,data
tlg0061.tlg003.perseus-eng1.xml,,Demosthenes an Encomium,Lucian of Samosota,Henry Watson Fowler,Clarendon Press,1905,English,48374,data/tlg0061/tlg003,data
tlg0061.tlg004.1st1K-grc1.xml,urn:cts:greekLit:tlg0061.tlg004.1st1K-grc1,Ἀλκυών,Pseudo-Lucian,Karl Jacobitz,Teubner,1909,Greek,17094,data/tlg0061/tlg004,data
tlg0061.tlg004.perseus-eng1.xml,,The Halcyon,Pseudo-Lucian,Emily James Smith,Harper and Brothers,1892,English,9869,data/tlg0061/tlg004,data
tlg0061.tlg005.1st1K-grc1.xml,urn:cts:greekLit:tlg0061.tlg005.1st1K-grc1,Ὠκύπους,Pseudo-Lucian,Karl Jacobitz,Teubner,1913,Greek,24422,data/tlg0061/tlg005,data
tlg0061.tlg002.1st1K-grc1.xml,urn:cts:greekLit:tlg0061.tlg002.1st1K-grc1,Ἔρωτες,Pseudo-Lucian,Karl Jacobitz,Teubner,1913,Greek,116214,data/tlg0061/tlg002,data
tlg0637.tlg001.1st1K-grc1.xml,urn:cts:greekLit:tlg0637.tlg001.1st1K-grc1,Epistulae,Socraticorum Epistulae,Rudolf Hercher,A. F. Didot,1873,Greek,120522,data/tlg0637/tlg001,data
tlg1147.tlg003.1st1K-grc1.xml,urn:cts:greekLit:tlg1147.tlg003.1st1K-grc1,Fragmenta,Antiphon of Athens,Hermann Diels,Weidmann,1922,Greek,81543,data/tlg1147/tlg003,data
tlg0059.tlg009.perseus-grc2.xml,urn:cts:greekLit:tlg0059.tlg009.perseus-grc2,Παρμενίδης,Plato,John Burnet,Clarendon Press,1910,Greek,202285,data/tlg0059/tlg009,data
